,ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
NCAPG2|54892,ENSG00000146918,NCAPG2,54892,7,-0.46,0.00018,0.0095
GLUD1|2746,ENSG00000148672,GLUD1,2746,10,0.28,0.00018,0.0095
CBX8|57332,ENSG00000141570,CBX8,57332,17,-0.42,0.00018,0.0096
PABPC1L|80336,ENSG00000101104,PABPC1L,80336,20,-0.61,0.00018,0.0097
FSTL3|10272,ENSG00000070404,FSTL3,10272,19,0.88,0.00018,0.0097
HAUS5|23354,ENSG00000249115,HAUS5,23354,19,-0.36,0.00018,0.0097
ASTN1|460,ENSG00000152092,ASTN1,460,1,-1.6,0.00018,0.0097
ANXA11|311,ENSG00000122359,ANXA11,311,10,0.33,0.00019,0.0097
CHRNA3|1136,ENSG00000080644,CHRNA3,1136,15,-1.3,0.00019,0.0097
IGFBP6|3489,ENSG00000167779,IGFBP6,3489,12,1.1,0.00019,0.0097
C5orf62|85027,ENSG00000256235,SMIM3,85027,5,0.68,0.00019,0.0098
INTS7|25896,ENSG00000143493,INTS7,25896,1,-0.35,0.00019,0.0098
C12orf53|196500,ENSG00000139200,PIANP,196500,12,-1.3,0.00019,0.0098
OTX1|5013,ENSG00000115507,OTX1,5013,2,-1.1,0.00019,0.0098
TTC7A|57217,ENSG00000068724,TTC7A,57217,2,0.4,2e-04,0.0099
TBC1D22A|25771,ENSG00000054611,TBC1D22A,25771,22,0.31,2e-04,0.0099
ICAM2|3384,ENSG00000108622,ICAM2,3384,17,0.58,2e-04,0.0099
CEBPD|1052,ENSG00000221869,CEBPD,1052,8,0.66,2e-04,0.0099
C17orf75|64149,ENSG00000108666,C17orf75,64149,17,-0.3,2e-04,0.0099
METTL1|4234,ENSG00000037897,METTL1,4234,12,0.82,2e-04,0.0099
LUC7L3|51747,ENSG00000108848,LUC7L3,51747,17,-0.33,2e-04,0.0099
LRRCC1|85444,ENSG00000133739,LRRCC1,85444,8,-0.46,2e-04,0.0099
CSF2RA|1438,ENSG00000198223,CSF2RA,1438,X,0.73,2e-04,0.01
NR6A1|2649,ENSG00000148200,NR6A1,2649,9,-0.7,2e-04,0.01
ABCG2|9429,ENSG00000118777,ABCG2,9429,4,-0.71,2e-04,0.01
TGFBR2|7048,ENSG00000163513,TGFBR2,7048,3,0.58,2e-04,0.01
FAM122C|159091,ENSG00000156500,FAM122C,159091,X,-0.43,0.00021,0.01
C19orf28|126321,ENSG00000161091,MFSD12,126321,19,0.41,0.00021,0.01
WDR31|114987,ENSG00000148225,WDR31,114987,9,-0.69,0.00021,0.01
CAMK2D|817,ENSG00000145349,CAMK2D,817,4,0.36,0.00021,0.01
PQLC3|130814,ENSG00000162976,PQLC3,130814,2,0.36,0.00021,0.01
MAGEF1|64110,ENSG00000177383,MAGEF1,64110,3,-0.34,0.00021,0.01
ANKRD32|84250,ENSG00000133302,SLF1,84250,5,-0.33,0.00021,0.01
RBPMS2|348093,ENSG00000166831,RBPMS2,348093,15,-0.71,0.00022,0.01
CHRNA7|1139,ENSG00000175344,CHRNA7,1139,15,-0.91,0.00022,0.01
RAD54B|25788,ENSG00000197275,RAD54B,25788,8,-0.45,0.00022,0.011
LRRC37A4|55073,NA,NA,NA,NA,-0.54,0.00022,0.011
RTBDN|83546,ENSG00000132026,RTBDN,83546,19,-1.1,0.00022,0.011
CCDC138|165055,ENSG00000163006,CCDC138,165055,2,-0.45,0.00022,0.011
C6orf168|84553,ENSG00000146267,FAXC,84553,6,-1.3,0.00022,0.011
NTN3|4917,ENSG00000162068,NTN3,4917,16,-0.87,0.00023,0.011
C12orf65|91574,ENSG00000130921,C12orf65,91574,12,-0.26,0.00023,0.011
TNFRSF4|7293,ENSG00000186827,TNFRSF4,7293,1,0.72,0.00023,0.011
GABARAP|11337,ENSG00000170296,GABARAP,11337,17,0.34,0.00023,0.011
SLC38A3|10991,ENSG00000188338,SLC38A3,10991,3,-1.2,0.00023,0.011
SFRS14|10147,ENSG00000064607,SUGP2,10147,19,-0.33,0.00023,0.011
DUSP1|1843,ENSG00000120129,DUSP1,1843,5,0.64,0.00023,0.011
DOC2A|8448,ENSG00000149927,DOC2A,8448,16,-0.84,0.00024,0.011
WDHD1|11169,ENSG00000198554,WDHD1,11169,14,-0.47,0.00024,0.011
GTF3C3|9330,ENSG00000119041,GTF3C3,9330,2,-0.28,0.00024,0.011
COL5A1|1289,ENSG00000130635,COL5A1,1289,9,0.84,0.00024,0.011
UBE2T|29089,ENSG00000077152,UBE2T,29089,1,-0.51,0.00024,0.011
GIPC2|54810,ENSG00000137960,GIPC2,54810,1,0.7,0.00024,0.011
POLE|5426,ENSG00000177084,POLE,5426,12,-0.38,0.00024,0.011
PLEKHA5|54477,ENSG00000052126,PLEKHA5,54477,12,-0.53,0.00024,0.011
TRIM46|80128,ENSG00000163462,TRIM46,80128,1,-0.9,0.00024,0.011
GNG4|2786,ENSG00000168243,GNG4,2786,1,-1.2,0.00025,0.011
VENTX|27287,ENSG00000151650,VENTX,27287,10,0.82,0.00025,0.011
KIF14|9928,ENSG00000118193,KIF14,9928,1,-0.7,0.00025,0.011
PARP2|10038,ENSG00000129484,PARP2,10038,14,-0.31,0.00025,0.011
PON3|5446,ENSG00000105852,PON3,5446,7,1,0.00025,0.011
PLXND1|23129,ENSG00000004399,PLXND1,23129,3,0.39,0.00025,0.011
HIST1H2AK|8330,ENSG00000275221,HIST1H2AK,8330,6,-0.63,0.00025,0.011
NAA40|79829,ENSG00000110583,NAA40,79829,11,-0.29,0.00025,0.011
SRPX|8406,ENSG00000101955,SRPX,8406,X,0.89,0.00025,0.011
ABHD8|79575,ENSG00000127220,ABHD8,79575,19,-0.34,0.00025,0.011
TCEAL5|340543,ENSG00000204065,TCEAL5,340543,X,-0.88,0.00025,0.011
USP28|57646,ENSG00000048028,USP28,57646,11,-0.3,0.00026,0.011
ZNF519|162655,ENSG00000175322,ZNF519,162655,18,-0.54,0.00026,0.011
GNAI2|2771,ENSG00000114353,GNAI2,2771,3,0.27,0.00026,0.011
FGD4|121512,ENSG00000139132,FGD4,121512,12,0.62,0.00026,0.011
TBL1X|6907,ENSG00000101849,TBL1X,6907,X,-0.48,0.00026,0.011
SNCAIP|9627,ENSG00000064692,SNCAIP,9627,5,-1,0.00027,0.012
ZNF48|197407,ENSG00000180035,ZNF48,197407,16,-0.34,0.00027,0.012
UMPS|7372,ENSG00000114491,UMPS,7372,3,-0.21,0.00027,0.012
INTS3|65123,ENSG00000262826,INTS3,65123,CHR_HSCHR1_1_CTG31,-0.28,0.00027,0.012
LHFPL1|340596,ENSG00000182508,LHFPL1,340596,X,-0.97,0.00027,0.012
ICOSLG|23308,ENSG00000160223,ICOSLG,23308,21,0.64,0.00027,0.012
PGBD4|161779,ENSG00000182405,PGBD4,161779,15,-0.38,0.00027,0.012
ADPGK|83440,ENSG00000159322,ADPGK,83440,15,0.38,0.00027,0.012
C15orf23|90417,ENSG00000128944,KNSTRN,90417,15,-0.4,0.00028,0.012
PLA2G2A|5320,ENSG00000188257,PLA2G2A,5320,1,2.2,0.00028,0.012
MCM3|4172,ENSG00000112118,MCM3,4172,6,-0.34,0.00028,0.012
DGCR8|54487,ENSG00000128191,DGCR8,54487,22,-0.21,0.00028,0.012
ZNF664|144348,ENSG00000179195,ZNF664,144348,12,-0.3,0.00029,0.012
C1orf38|9473,ENSG00000130775,THEMIS2,9473,1,0.72,0.00029,0.012
KLF9|687,ENSG00000119138,KLF9,687,9,0.52,0.00029,0.012
DIRC3|729582,NA,NA,NA,NA,-0.84,0.00029,0.012
STK33|65975,ENSG00000130413,STK33,65975,11,-1.3,0.00029,0.012
KLHL23|151230,ENSG00000213160,KLHL23,151230,2,-1.1,3e-04,0.012
ARHGAP11A|9824,ENSG00000275568,ARHGAP11A,9824,CHR_HSCHR15_4_CTG8,-0.56,3e-04,0.012
CEP250|11190,ENSG00000126001,CEP250,11190,20,-0.29,3e-04,0.012
IL16|3603,ENSG00000172349,IL16,3603,15,0.57,3e-04,0.012
GJC1|10052,ENSG00000182963,GJC1,10052,17,-0.48,3e-04,0.012
SAR1A|56681,ENSG00000079332,SAR1A,56681,10,0.27,3e-04,0.012
PTPRQ|374462,ENSG00000139304,PTPRQ,374462,12,1.5,3e-04,0.012
NCLN|56926,ENSG00000125912,NCLN,56926,19,0.26,3e-04,0.012
NFRKB|4798,ENSG00000170322,NFRKB,4798,11,-0.28,0.00031,0.012
S100A10|6281,ENSG00000197747,S100A10,6281,1,0.74,0.00031,0.012
PMS1|5378,ENSG00000064933,PMS1,5378,2,-0.24,0.00031,0.012
NEDD1|121441,ENSG00000139350,NEDD1,121441,12,-0.32,0.00031,0.012
KIAA0101|9768,ENSG00000166803,KIAA0101,9768,15,-0.62,0.00031,0.013
TMEM50A|23585,ENSG00000183726,TMEM50A,23585,1,0.26,0.00031,0.013
DHX40|79665,ENSG00000108406,DHX40,79665,17,-0.26,0.00032,0.013
TMEM116|89894,ENSG00000198270,TMEM116,89894,12,-0.33,0.00032,0.013
HERC2P2|400322,NA,NA,NA,NA,-0.54,0.00032,0.013
BUB1B|701,ENSG00000156970,BUB1B,701,15,-0.63,0.00032,0.013
CDCA7|83879,ENSG00000144354,CDCA7,83879,2,-0.64,0.00032,0.013
LY75|4065,ENSG00000054219,LY75,4065,2,0.7,0.00032,0.013
LIG1|3978,ENSG00000105486,LIG1,3978,19,-0.35,0.00032,0.013
ZNF782|158431,ENSG00000196597,ZNF782,158431,9,-0.38,0.00032,0.013
KLHL12|59349,ENSG00000117153,KLHL12,59349,1,-0.2,0.00033,0.013
KIF18B|146909,ENSG00000186185,KIF18B,146909,17,-0.61,0.00033,0.013
SR140|23350,ENSG00000163714,U2SURP,23350,3,-0.25,0.00033,0.013
ADRA1B|147,ENSG00000170214,ADRA1B,147,5,0.92,0.00033,0.013
ZNF669|79862,ENSG00000188295,ZNF669,79862,1,-0.34,0.00033,0.013
RABAC1|10567,ENSG00000105404,RABAC1,10567,19,0.39,0.00034,0.013
STXBP5L|9515,ENSG00000145087,STXBP5L,9515,3,-1.6,0.00034,0.013
ZNF514|84874,ENSG00000144026,ZNF514,84874,2,-0.41,0.00034,0.013
DCLRE1A|9937,ENSG00000198924,DCLRE1A,9937,10,-0.31,0.00034,0.013
ITM2C|81618,ENSG00000135916,ITM2C,81618,2,-0.78,0.00034,0.013
GPIHBP1|338328,ENSG00000277494,GPIHBP1,338328,8,0.99,0.00034,0.013
PHF11|51131,ENSG00000136147,PHF11,51131,13,0.46,0.00035,0.013
FAM161A|84140,ENSG00000170264,FAM161A,84140,2,-0.45,0.00035,0.013
ZNF382|84911,ENSG00000161298,ZNF382,84911,19,-0.48,0.00035,0.014
TRIM68|55128,ENSG00000167333,TRIM68,55128,11,-0.26,0.00036,0.014
FOXG1|2290,ENSG00000176165,FOXG1,2290,14,-1.5,0.00036,0.014
DPF2|5977,ENSG00000133884,DPF2,5977,11,-0.22,0.00036,0.014
HAUS1|115106,ENSG00000152240,HAUS1,115106,18,-0.28,0.00037,0.014
CXorf56|63932,ENSG00000018610,CXorf56,63932,X,-0.44,0.00037,0.014
CCDC148|130940,ENSG00000153237,CCDC148,130940,2,-0.63,0.00037,0.014
TUBG1|7283,ENSG00000131462,TUBG1,7283,17,-0.35,0.00037,0.014
RBBP8|5932,ENSG00000101773,RBBP8,5932,18,-0.46,0.00037,0.014
PGR|5241,ENSG00000082175,PGR,5241,11,-1.5,0.00037,0.014
RELL2|285613,ENSG00000164620,RELL2,285613,5,-0.48,0.00037,0.014
F13A1|2162,ENSG00000124491,F13A1,2162,6,1.1,0.00037,0.014
BCL8|606,NA,NA,NA,NA,-1,0.00037,0.014
GRK5|2869,ENSG00000198873,GRK5,2869,10,0.57,0.00038,0.014
MDM2|4193,ENSG00000135679,MDM2,4193,12,0.9,0.00038,0.014
FAM98B|283742,ENSG00000171262,FAM98B,283742,15,-0.38,0.00038,0.014
FGD6|55785,ENSG00000180263,FGD6,55785,12,-0.53,0.00038,0.014
PLEKHF1|79156,ENSG00000166289,PLEKHF1,79156,19,0.57,0.00038,0.014
KIAA1731|85459,ENSG00000166004,CEP295,85459,11,-0.32,0.00038,0.014
ZNF239|8187,ENSG00000196793,ZNF239,8187,10,-0.55,0.00039,0.014
DTX2|113878,ENSG00000091073,DTX2,113878,7,0.31,0.00039,0.014
HOXC5|3222,ENSG00000172789,HOXC5,3222,12,0.83,0.00039,0.014
TSFM|10102,ENSG00000123297,TSFM,10102,12,0.61,0.00039,0.014
RTF1|23168,ENSG00000137815,RTF1,23168,15,-0.25,0.00039,0.014
ZNF618|114991,ENSG00000157657,ZNF618,114991,9,-0.42,0.00039,0.014
RBM3|5935,ENSG00000102317,RBM3,5935,X,0.33,0.00039,0.014
USP32|84669,ENSG00000170832,USP32,84669,17,-0.26,4e-04,0.014
LY86|9450,ENSG00000112799,LY86,9450,6,0.75,4e-04,0.014
PGAP2|27315,ENSG00000148985,PGAP2,27315,11,-0.29,4e-04,0.014
CXCR4|7852,ENSG00000121966,CXCR4,7852,2,0.62,4e-04,0.014
FBXO15|201456,ENSG00000141665,FBXO15,201456,18,-0.65,0.00041,0.014
FTL|2512,ENSG00000087086,FTL,2512,19,0.51,0.00041,0.014
ABCA9|10350,ENSG00000154258,ABCA9,10350,17,1.5,0.00041,0.014
IQGAP3|128239,ENSG00000183856,IQGAP3,128239,1,-0.65,0.00041,0.015
CCDC99|54908,ENSG00000040275,SPDL1,54908,5,-0.32,0.00042,0.015
ULK3|25989,ENSG00000140474,ULK3,25989,15,-0.28,0.00042,0.015
TOPBP1|11073,ENSG00000163781,TOPBP1,11073,3,-0.31,0.00042,0.015
FLJ22536|401237,ENSG00000272168,CASC15,401237,6,-0.86,0.00042,0.015
DULLARD|23399,ENSG00000175826,CTDNEP1,23399,17,0.3,0.00042,0.015
C17orf65|339201,ENSG00000267080,ASB16-AS1,339201,17,-0.33,0.00042,0.015
LOC150776|150776,ENSG00000152117,,150776,2,-0.39,0.00042,0.015
C6orf41|100133205,ENSG00000224843,LINC00240,100133205,6,-0.65,0.00042,0.015
CBX4|8535,ENSG00000141582,CBX4,8535,17,-0.31,0.00042,0.015
MPDU1|9526,ENSG00000129255,MPDU1,9526,17,0.48,0.00043,0.015
HOXC8|3224,ENSG00000037965,HOXC8,3224,12,1,0.00043,0.015
LOC100240735|100240735,ENSG00000204814,,100240735,9,0.92,0.00043,0.015
ITM2B|9445,ENSG00000136156,ITM2B,9445,13,0.43,0.00043,0.015
NCF4|4689,ENSG00000275990,NCF4,4689,CHR_HSCHR22_1_CTG5,0.81,0.00043,0.015
ATAD2|29028,ENSG00000156802,ATAD2,29028,8,-0.53,0.00044,0.015
LIN9|286826,ENSG00000183814,LIN9,286826,1,-0.42,0.00044,0.015
EBI3|10148,ENSG00000105246,EBI3,10148,19,0.84,0.00044,0.015
MYOCD|93649,ENSG00000141052,MYOCD,93649,17,-2.1,0.00044,0.015
CREB3L4|148327,ENSG00000143578,CREB3L4,148327,1,-0.37,0.00044,0.015
TNFRSF19|55504,ENSG00000127863,TNFRSF19,55504,13,0.86,0.00044,0.015
SPRYD3|84926,ENSG00000167778,SPRYD3,84926,12,0.32,0.00044,0.015
C1QA|712,ENSG00000173372,C1QA,712,1,0.95,0.00045,0.015
LOC100130093|100130093,ENSG00000143740,SNAP47,100130093,1,-0.52,0.00045,0.015
LRRC16B|90668,ENSG00000186648,LRRC16B,90668,14,-0.7,0.00045,0.015
FEN1|2237,ENSG00000168496,FEN1,2237,11,-0.44,0.00045,0.015
QRICH2|84074,ENSG00000129646,QRICH2,84074,17,-0.47,0.00045,0.015
SMAD5OS|9597,ENSG00000164621,SMAD5-AS1,9597,5,0.46,0.00046,0.015
SMARCC1|6599,ENSG00000173473,SMARCC1,6599,3,-0.3,0.00046,0.015
SGOL2|151246,ENSG00000163535,SGOL2,151246,2,-0.45,0.00046,0.015
LLPH|84298,ENSG00000139233,LLPH,84298,12,0.34,0.00047,0.016
TPPP3|51673,ENSG00000159713,TPPP3,51673,16,0.78,0.00047,0.016
PDGFRL|5157,ENSG00000104213,PDGFRL,5157,8,1,0.00047,0.016
MED14|9282,ENSG00000180182,MED14,9282,X,-0.32,0.00047,0.016
CES8|283848,ENSG00000172824,CES4A,283848,16,0.86,0.00047,0.016
SPC25|57405,ENSG00000152253,SPC25,57405,2,-0.51,0.00048,0.016
SUSD2|56241,ENSG00000099994,SUSD2,56241,22,0.9,0.00048,0.016
CXorf57|55086,ENSG00000147231,CXorf57,55086,X,-1.1,0.00048,0.016
FITM1|161247,ENSG00000139914,FITM1,161247,14,0.68,0.00048,0.016
BUB1|699,ENSG00000169679,BUB1,699,2,-0.59,0.00048,0.016
ARSA|410,ENSG00000100299,ARSA,410,22,0.45,0.00049,0.016
CEP76|79959,ENSG00000101624,CEP76,79959,18,-0.29,0.00049,0.016
PODN|127435,ENSG00000174348,PODN,127435,1,1.1,0.00049,0.016
ARL2BP|23568,ENSG00000102931,ARL2BP,23568,16,0.26,0.00049,0.016
KLRC1|3821,ENSG00000134545,KLRC1,3821,12,0.84,0.00049,0.016
SFRS1|6426,ENSG00000136450,SRSF1,6426,17,-0.17,0.00049,0.016
SEC61A2|55176,ENSG00000065665,SEC61A2,55176,10,-0.31,0.00049,0.016
C2CD4A|145741,ENSG00000198535,C2CD4A,145741,15,-0.87,5e-04,0.016
ERGIC1|57222,ENSG00000113719,ERGIC1,57222,5,0.28,5e-04,0.016
GNPDA1|10007,ENSG00000113552,GNPDA1,10007,5,-0.24,0.00051,0.016
HOXA11AS|221883,ENSG00000240990,HOXA11-AS,221883,7,-1.1,0.00051,0.016
ACSL5|51703,ENSG00000197142,ACSL5,51703,10,0.66,0.00051,0.016
USP37|57695,ENSG00000135913,USP37,57695,2,-0.31,0.00052,0.016
SPATA9|83890,ENSG00000145757,SPATA9,83890,5,0.48,0.00052,0.017
CENPF|1063,ENSG00000117724,CENPF,1063,1,-0.59,0.00052,0.017
CEP70|80321,ENSG00000114107,CEP70,80321,3,-0.43,0.00053,0.017
ADCY8|114,ENSG00000155897,ADCY8,114,8,-1.4,0.00053,0.017
CHST1|8534,ENSG00000175264,CHST1,8534,11,0.77,0.00053,0.017
WDR13|64743,ENSG00000101940,WDR13,64743,X,0.3,0.00053,0.017
PRRT2|112476,ENSG00000167371,PRRT2,112476,16,-0.84,0.00054,0.017
CBFA2T2|9139,ENSG00000078699,CBFA2T2,9139,20,-0.28,0.00054,0.017
DNA2|1763,ENSG00000138346,DNA2,1763,10,-0.45,0.00054,0.017
C19orf10|56005,ENSG00000074842,MYDGF,56005,19,0.38,0.00054,0.017
C15orf58|390637,ENSG00000183208,GDPGP1,390637,15,-0.35,0.00054,0.017
ADAM22|53616,ENSG00000008277,ADAM22,53616,7,-1.2,0.00054,0.017
SYNGAP1|8831,ENSG00000197283,SYNGAP1,8831,6,-0.45,0.00054,0.017
GUCA1B|2979,ENSG00000112599,GUCA1B,2979,6,0.51,0.00055,0.017
CCDC87|55231,ENSG00000182791,CCDC87,55231,11,-0.5,0.00055,0.017
DACT3|147906,ENSG00000197380,DACT3,147906,19,-0.93,0.00055,0.017
IL27|246778,ENSG00000197272,IL27,246778,16,0.71,0.00056,0.017
PHF6|84295,ENSG00000156531,PHF6,84295,X,-0.33,0.00056,0.017
TSPYL3|128854,NA,NA,NA,NA,-0.78,0.00056,0.017
HOXA10|3206,ENSG00000253293,HOXA10,3206,7,-0.69,0.00056,0.017
SLC41A3|54946,ENSG00000114544,SLC41A3,54946,3,-0.24,0.00056,0.017
CREM|1390,ENSG00000095794,CREM,1390,10,0.34,0.00056,0.017
MYEF2|50804,ENSG00000104177,MYEF2,50804,15,-0.94,0.00057,0.017
PRMT10|90826,ENSG00000164169,PRMT9,90826,4,-0.26,0.00057,0.017
GALNTL2|117248,ENSG00000131386,GALNT15,117248,3,0.97,0.00057,0.017
MORN5|254956,ENSG00000185681,MORN5,254956,9,-1.3,0.00057,0.017
UCHL5|51377,ENSG00000116750,UCHL5,51377,1,-0.27,0.00057,0.017
SEMA6B|10501,ENSG00000167680,SEMA6B,10501,19,0.6,0.00057,0.017
SPAG9|9043,ENSG00000008294,SPAG9,9043,17,-0.26,0.00057,0.017
RTN4R|65078,ENSG00000040608,RTN4R,65078,22,-0.9,0.00058,0.017
C17orf91|84981,ENSG00000282800,MIR22HG,84981,CHR_HSCHR17_1_CTG2,0.49,0.00058,0.017
RDM1|201299,ENSG00000278023,RDM1,201299,17,-0.79,0.00058,0.017
RBM4B|83759,ENSG00000173914,RBM4B,83759,11,-0.23,0.00058,0.017
MRPS23|51649,ENSG00000181610,MRPS23,51649,17,-0.23,0.00059,0.017
METTL2A|339175,ENSG00000087995,METTL2A,339175,17,-0.2,0.00059,0.018
SESN1|27244,ENSG00000080546,SESN1,27244,6,0.5,0.00059,0.018
SH2D5|400745,ENSG00000189410,SH2D5,400745,1,-1,0.00059,0.018
AIF1|199,ENSG00000235985,AIF1,199,CHR_HSCHR6_MHC_MCF_CTG1,0.81,6e-04,0.018
SPOCK2|9806,ENSG00000107742,SPOCK2,9806,10,0.7,6e-04,0.018
GHRL|51738,ENSG00000157017,GHRL,51738,3,0.78,0.00061,0.018
HEXIM1|10614,ENSG00000186834,HEXIM1,10614,17,-0.24,0.00061,0.018
UBXN2B|137886,ENSG00000215114,UBXN2B,137886,8,-0.39,0.00061,0.018
KCNN1|3780,ENSG00000105642,KCNN1,3780,19,-0.98,0.00062,0.018
LAPTM5|7805,ENSG00000162511,LAPTM5,7805,1,0.76,0.00062,0.018
C2orf28|51374,ENSG00000138085,ATRAID,51374,2,0.25,0.00062,0.018
RAB39B|116442,ENSG00000155961,RAB39B,116442,X,-0.8,0.00062,0.018
SIK1|150094,ENSG00000142178,SIK1,150094,21,0.66,0.00063,0.018
MCM4|4173,ENSG00000104738,MCM4,4173,8,-0.47,0.00063,0.018
C7orf23|79161,ENSG00000135185,TMEM243,79161,7,0.27,0.00063,0.018
NOM1|64434,ENSG00000146909,NOM1,64434,7,-0.23,0.00063,0.018
METRNL|284207,ENSG00000275031,METRNL,284207,CHR_HSCHR17_1_CTG9,0.77,0.00063,0.018
PITX1|5307,ENSG00000069011,PITX1,5307,5,-1.1,0.00064,0.019
GREM1|26585,ENSG00000276886,GREM1,26585,CHR_HSCHR15_4_CTG8,-1.9,0.00064,0.019
MKX|283078,ENSG00000150051,MKX,283078,10,-1.3,0.00065,0.019
GPRASP2|114928,ENSG00000158301,GPRASP2,114928,X,-0.45,0.00065,0.019
GRINL1A|81488,ENSG00000255529,POLR2M,81488,15,-0.27,0.00066,0.019
DYNLL2|140735,ENSG00000264364,DYNLL2,140735,17,-0.3,0.00066,0.019
PML|5371,ENSG00000140464,PML,5371,15,0.25,0.00066,0.019
USP13|8975,ENSG00000058056,USP13,8975,3,-0.33,0.00066,0.019
STX5|6811,ENSG00000162236,STX5,6811,11,0.22,0.00066,0.019
EHHADH|1962,ENSG00000113790,EHHADH,1962,3,-0.39,0.00066,0.019
SIPA1|6494,ENSG00000213445,SIPA1,6494,11,0.33,0.00066,0.019
FBXO45|200933,ENSG00000174013,FBXO45,200933,3,-0.25,0.00066,0.019
ISM2|145501,ENSG00000100593,ISM2,145501,14,-0.94,0.00067,0.019
PGBD1|84547,ENSG00000137338,PGBD1,84547,6,-0.3,0.00067,0.019
C10orf35|219738,ENSG00000171224,C10orf35,219738,10,-0.92,0.00068,0.019
KCNQ1|3784,ENSG00000282076,KCNQ1,3784,CHR_HSCHR11_1_CTG7,0.55,0.00068,0.019
NUSAP1|51203,ENSG00000137804,NUSAP1,51203,15,-0.55,0.00068,0.019
SLMO1|10650,ENSG00000141391,PRELID3A,10650,18,-0.34,0.00069,0.019
ALG14|199857,ENSG00000172339,ALG14,199857,1,0.31,0.00069,0.019
FAM184A|79632,ENSG00000111879,FAM184A,79632,6,-0.96,0.00069,0.019
ZNF774|342132,ENSG00000196391,ZNF774,342132,15,-0.63,0.00069,0.019
EBF1|1879,ENSG00000164330,EBF1,1879,5,0.58,7e-04,0.019
ALDH1L2|160428,ENSG00000136010,ALDH1L2,160428,12,0.73,7e-04,0.019
TMEM194A|23306,ENSG00000166881,NEMP1,23306,12,-0.41,7e-04,0.019
TSC22D3|1831,ENSG00000157514,TSC22D3,1831,X,0.6,7e-04,0.019
PSIP1|11168,ENSG00000164985,PSIP1,11168,9,-0.4,7e-04,0.019
TMC5|79838,ENSG00000103534,TMC5,79838,16,0.6,7e-04,0.019
CFI|3426,ENSG00000205403,CFI,3426,4,0.82,0.00071,0.02
DSTYK|25778,ENSG00000133059,DSTYK,25778,1,-0.27,0.00072,0.02
SERTAD4|56256,ENSG00000082497,SERTAD4,56256,1,-1.1,0.00072,0.02
HNRNPA3P1|10151,NA,NA,NA,NA,-0.2,0.00072,0.02
DBR1|51163,ENSG00000138231,DBR1,51163,3,-0.21,0.00072,0.02
HOXB4|3214,ENSG00000182742,HOXB4,3214,17,0.67,0.00073,0.02
R3HDM1|23518,ENSG00000048991,R3HDM1,23518,2,-0.2,0.00073,0.02
ZBTB8B|728116,ENSG00000273274,ZBTB8B,728116,1,-1.1,0.00074,0.02
PSMG1|8624,ENSG00000183527,PSMG1,8624,21,-0.31,0.00074,0.02
FBXL7|23194,ENSG00000183580,FBXL7,23194,5,-0.38,0.00074,0.02
NCKAP1|10787,ENSG00000061676,NCKAP1,10787,2,-0.33,0.00074,0.02
SPIN1|10927,ENSG00000106723,SPIN1,10927,9,-0.31,0.00074,0.02
RPRD2|23248,ENSG00000163125,RPRD2,23248,1,-0.3,0.00075,0.02
CSF1R|1436,ENSG00000182578,CSF1R,1436,5,0.8,0.00076,0.021
TCEAL2|140597,ENSG00000184905,TCEAL2,140597,X,-1.7,0.00076,0.021
ZDHHC9|51114,ENSG00000188706,ZDHHC9,51114,X,0.41,0.00076,0.021
CLEC3B|7123,ENSG00000163815,CLEC3B,7123,3,1.1,0.00076,0.021
ODF3B|440836,ENSG00000177989,ODF3B,440836,22,0.63,0.00076,0.021
MS4A4A|51338,ENSG00000110079,MS4A4A,51338,11,0.83,0.00077,0.021
GPR161|23432,ENSG00000143147,GPR161,23432,1,-0.46,0.00077,0.021
UBAC2|337867,ENSG00000134882,UBAC2,337867,13,0.28,0.00077,0.021
SLC43A2|124935,ENSG00000167703,SLC43A2,124935,17,0.52,0.00078,0.021
ITGB1BP2|26548,ENSG00000147166,ITGB1BP2,26548,X,-1.2,0.00078,0.021
IFT81|28981,ENSG00000122970,IFT81,28981,12,-0.45,0.00078,0.021
ATL1|51062,ENSG00000198513,ATL1,51062,14,-0.57,0.00078,0.021
CDKL2|8999,ENSG00000138769,CDKL2,8999,4,-1.1,0.00078,0.021
EAF2|55840,ENSG00000145088,EAF2,55840,3,0.43,0.00078,0.021
LOC400927|400927,NA,NA,NA,NA,-0.48,0.00079,0.021
UBTD1|80019,ENSG00000165886,UBTD1,80019,10,0.4,0.00079,0.021
TRIM6|117854,ENSG00000121236,TRIM6,117854,11,-0.75,0.00079,0.021
LOC645323|645323,ENSG00000245526,LINC00461,645323,5,-1,0.00079,0.021
PRPH|5630,ENSG00000135406,PRPH,5630,12,-1.6,8e-04,0.021
SERPING1|710,ENSG00000149131,SERPING1,710,11,0.76,8e-04,0.021
ICA1L|130026,ENSG00000163596,ICA1L,130026,2,-0.55,8e-04,0.021
ZNF491|126069,ENSG00000177599,ZNF491,126069,19,-0.5,8e-04,0.021
LOC256880|256880,ENSG00000245322,,256880,4,-0.5,8e-04,0.021
DTWD2|285605,ENSG00000169570,DTWD2,285605,5,-0.45,0.00081,0.021
FERMT3|83706,ENSG00000149781,FERMT3,83706,11,0.73,0.00081,0.021
