,ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
PRR5|55615,ENSG00000186654,PRR5,55615,22,0.7,0.0028,0.036
FCER1G|2207,ENSG00000158869,FCER1G,2207,1,0.69,0.0028,0.036
MBD3|53615,ENSG00000071655,MBD3,53615,19,0.25,0.0028,0.036
LILRB4|11006,ENSG00000186818,LILRB4,11006,19,0.82,0.0028,0.036
ZFP112|7771,ENSG00000062370,ZNF112,7771,19,-0.32,0.0028,0.036
C2orf63|130162,ENSG00000162994,CLHC1,130162,2,-0.38,0.0029,0.036
C1orf220|400798,ENSG00000213057,C1orf220,400798,1,-0.53,0.0029,0.036
TUBBP5|643224,NA,NA,NA,NA,-0.8,0.0029,0.036
PGM5|5239,ENSG00000154330,PGM5,5239,9,-1.1,0.0029,0.036
C10orf125|282969,ENSG00000148803,FUOM,282969,10,0.57,0.0029,0.036
TPR|7175,ENSG00000047410,TPR,7175,1,-0.26,0.0029,0.036
CPZ|8532,ENSG00000109625,CPZ,8532,4,1.4,0.0029,0.036
CD1D|912,ENSG00000158473,CD1D,912,1,0.49,0.0029,0.036
VKORC1|79001,ENSG00000167397,VKORC1,79001,16,0.29,0.0029,0.036
ZSCAN23|222696,ENSG00000187987,ZSCAN23,222696,6,-0.76,0.0029,0.036
PRSS27|83886,ENSG00000172382,PRSS27,83886,16,-0.54,0.0029,0.036
FAM81A|145773,ENSG00000157470,FAM81A,145773,15,-0.58,0.0029,0.036
ZNF786|136051,ENSG00000197362,ZNF786,136051,7,-0.27,0.0029,0.036
RAB1B|81876,ENSG00000174903,RAB1B,81876,11,0.18,0.0029,0.036
MCM3APAS|114044,ENSG00000215424,MCM3AP-AS1,114044,21,-0.44,0.0029,0.036
LDLRAD2|401944,ENSG00000187942,LDLRAD2,401944,1,0.44,0.0029,0.036
KLHDC9|126823,ENSG00000162755,KLHDC9,126823,1,-0.75,0.0029,0.036
AURKAPS1|6791,NA,NA,NA,NA,-0.43,0.0029,0.036
CELF1|10658,ENSG00000149187,CELF1,10658,11,-0.27,0.0029,0.036
C3orf42|84657,ENSG00000231177,LINC00852,84657,3,0.35,0.0029,0.036
ENTPD6|955,ENSG00000197586,ENTPD6,955,20,0.25,0.0029,0.036
HIRIP3|8479,ENSG00000149929,HIRIP3,8479,16,-0.24,0.0029,0.036
BEX2|84707,ENSG00000133134,BEX2,84707,X,-1,0.0029,0.036
XPO7|23039,ENSG00000130227,XPO7,23039,8,-0.19,0.0029,0.036
EDEM2|55741,ENSG00000088298,EDEM2,55741,20,0.29,0.0029,0.036
FFAR3|2865,ENSG00000185897,FFAR3,2865,19,0.83,0.0029,0.037
PSPH|5723,ENSG00000146733,PSPH,5723,7,-0.26,0.0029,0.037
CNOT10|25904,ENSG00000182973,CNOT10,25904,3,-0.18,0.0029,0.037
TXNDC15|79770,ENSG00000113621,TXNDC15,79770,5,0.19,0.003,0.037
S100A4|6275,ENSG00000196154,S100A4,6275,1,0.9,0.003,0.037
PRSS53|339105,ENSG00000151006,PRSS53,339105,16,0.39,0.003,0.037
JDP2|122953,ENSG00000140044,JDP2,122953,14,0.54,0.003,0.037
SUMO3|6612,ENSG00000184900,SUMO3,6612,21,0.26,0.003,0.037
SPTA1|6708,ENSG00000163554,SPTA1,6708,1,0.73,0.003,0.037
ZNF658|26149,ENSG00000274349,ZNF658,26149,9,-0.34,0.003,0.037
NPC2|10577,ENSG00000119655,NPC2,10577,14,0.39,0.003,0.037
AQR|9716,ENSG00000021776,AQR,9716,15,-0.23,0.003,0.037
GPC5|2262,ENSG00000179399,GPC5,2262,13,-0.82,0.003,0.037
PRC1|9055,ENSG00000198901,PRC1,9055,15,-0.48,0.003,0.037
CNTNAP3|79937,ENSG00000106714,CNTNAP3,79937,9,-1,0.003,0.037
HS6ST1|9394,ENSG00000136720,HS6ST1,9394,2,0.4,0.003,0.037
FAHD2B|151313,ENSG00000144199,FAHD2B,151313,2,-0.56,0.003,0.037
CAMK2N2|94032,ENSG00000163888,CAMK2N2,94032,3,-0.78,0.003,0.037
HLCS|3141,ENSG00000159267,HLCS,3141,21,-0.28,0.003,0.037
WDR33|55339,ENSG00000136709,WDR33,55339,2,-0.12,0.003,0.037
EHMT2|10919,ENSG00000204371,EHMT2,10919,6,-0.22,0.0031,0.037
RUNDC1|146923,ENSG00000198863,RUNDC1,146923,17,-0.22,0.0031,0.037
SLC1A3|6507,ENSG00000079215,SLC1A3,6507,5,0.72,0.0031,0.037
EIF2C3|192669,ENSG00000126070,AGO3,192669,1,-0.26,0.0031,0.037
KPNA2|3838,ENSG00000182481,KPNA2,3838,17,-0.37,0.0031,0.037
THADA|63892,ENSG00000115970,THADA,63892,2,0.2,0.0031,0.037
TMEM200A|114801,ENSG00000164484,TMEM200A,114801,6,-0.79,0.0031,0.038
LOC572558|572558,ENSG00000224958,PGM5-AS1,572558,9,-1.2,0.0031,0.038
C1S|716,ENSG00000182326,C1S,716,12,0.68,0.0031,0.038
CASC5|57082,ENSG00000137812,CASC5,57082,15,-0.72,0.0031,0.038
TBCCD1|55171,ENSG00000113838,TBCCD1,55171,3,-0.19,0.0031,0.038
NECAP2|55707,ENSG00000157191,NECAP2,55707,1,0.29,0.0031,0.038
LOC100131496|100131496,ENSG00000267882,,100131496,20,0.45,0.0031,0.038
PLXNB3|5365,ENSG00000198753,PLXNB3,5365,X,-1.1,0.0031,0.038
TSKS|60385,ENSG00000126467,TSKS,60385,19,0.85,0.0031,0.038
SUZ12|23512,ENSG00000178691,SUZ12,23512,17,-0.26,0.0031,0.038
ECSCR|641700,ENSG00000279686,,641700,5,0.49,0.0031,0.038
C5orf24|134553,ENSG00000181904,C5orf24,134553,5,-0.32,0.0031,0.038
GPR98|84059,ENSG00000164199,ADGRV1,84059,5,-0.81,0.0031,0.038
DAZAP2|9802,ENSG00000183283,DAZAP2,9802,12,0.23,0.0031,0.038
PLIN3|10226,ENSG00000105355,PLIN3,10226,19,0.28,0.0031,0.038
GPR56|9289,ENSG00000205336,ADGRG1,9289,16,0.47,0.0031,0.038
CHAC2|494143,ENSG00000143942,CHAC2,494143,2,-0.38,0.0031,0.038
OXCT1|5019,ENSG00000083720,OXCT1,5019,5,-0.47,0.0031,0.038
CD302|9936,ENSG00000241399,CD302,9936,2,0.38,0.0032,0.038
SLC22A5|6584,ENSG00000197375,SLC22A5,6584,5,-0.35,0.0032,0.038
ZNF682|91120,ENSG00000197124,ZNF682,91120,19,-0.39,0.0032,0.038
IQCC|55721,ENSG00000160051,IQCC,55721,1,-0.29,0.0032,0.038
ATP8B2|57198,ENSG00000143515,ATP8B2,57198,1,-0.3,0.0032,0.038
GOLGA8A|23015,ENSG00000215252,GOLGA8B,23015,15,-0.65,0.0032,0.038
MT1A|4489,ENSG00000205362,MT1A,4489,16,0.96,0.0032,0.038
GTF2H2|2966,ENSG00000145736,GTF2H2,2966,5,-0.41,0.0032,0.038
HSPD1|3329,ENSG00000144381,HSPD1,3329,2,-0.22,0.0032,0.038
DNASE1|1773,ENSG00000213918,DNASE1,1773,16,-0.34,0.0032,0.038
C9orf45|81571,ENSG00000236901,MIR600HG,81571,9,-0.56,0.0032,0.038
DAGLA|747,ENSG00000134780,DAGLA,747,11,-0.32,0.0032,0.038
CD68|968,ENSG00000129226,CD68,968,17,0.65,0.0032,0.038
MTBP|27085,ENSG00000172167,MTBP,27085,8,-0.4,0.0032,0.038
TNFSF12|8742,ENSG00000239697,TNFSF12,8742,17,0.34,0.0032,0.038
TMBIM4|51643,ENSG00000282031,,51643,12,0.29,0.0032,0.038
PAFAH1B3|5050,ENSG00000079462,PAFAH1B3,5050,19,-0.42,0.0032,0.038
PRMT6|55170,ENSG00000198890,PRMT6,55170,1,-0.26,0.0032,0.038
SEPT10|151011,ENSG00000186522,SEPT10,151011,2,-0.32,0.0032,0.038
FHL1|2273,ENSG00000022267,FHL1,2273,X,-0.7,0.0032,0.038
LANCL1|10314,ENSG00000115365,LANCL1,10314,2,-0.3,0.0032,0.038
EFNA3|1944,ENSG00000143590,EFNA3,1944,1,-0.51,0.0032,0.038
GDA|9615,ENSG00000119125,GDA,9615,9,-0.94,0.0032,0.038
PDE6G|5148,ENSG00000185527,PDE6G,5148,17,0.67,0.0032,0.038
WDR75|84128,ENSG00000115368,WDR75,84128,2,-0.19,0.0032,0.038
TRPM2|7226,ENSG00000142185,TRPM2,7226,21,0.61,0.0032,0.038
C15orf56|644809,NA,NA,NA,NA,-0.72,0.0033,0.038
LOC100128191|100128191,ENSG00000257167,TMPO-AS1,100128191,12,-0.44,0.0033,0.038
TMEM219|124446,ENSG00000149932,TMEM219,124446,16,0.27,0.0033,0.038
MTFR1|9650,ENSG00000066855,MTFR1,9650,8,-0.24,0.0033,0.038
UPF3B|65109,ENSG00000125351,UPF3B,65109,X,-0.27,0.0033,0.038
C8orf77|286103,ENSG00000255559,ZNF252P-AS1,286103,8,-0.45,0.0033,0.038
B9D2|80776,ENSG00000123810,B9D2,80776,19,0.33,0.0033,0.038
DDX46|9879,ENSG00000145833,DDX46,9879,5,-0.2,0.0033,0.038
COMMD6|170622,ENSG00000188243,COMMD6,170622,13,0.31,0.0033,0.038
BARD1|580,ENSG00000138376,BARD1,580,2,-0.8,0.0033,0.039
C10orf11|83938,ENSG00000148655,C10orf11,83938,10,0.51,0.0033,0.039
USP44|84101,ENSG00000136014,USP44,84101,12,-0.67,0.0033,0.039
AR|367,ENSG00000169083,AR,367,X,-1.1,0.0033,0.039
RPS12|6206,ENSG00000112306,RPS12,6206,6,0.36,0.0033,0.039
GINS1|9837,ENSG00000101003,GINS1,9837,20,-0.39,0.0033,0.039
TCEA1|6917,ENSG00000187735,TCEA1,6917,8,-0.21,0.0033,0.039
PDCD1LG2|80380,ENSG00000197646,PDCD1LG2,80380,9,0.72,0.0033,0.039
KLHDC5|57542,ENSG00000087448,KLHL42,57542,12,-0.41,0.0033,0.039
ADAM28|10863,ENSG00000042980,ADAM28,10863,8,0.7,0.0033,0.039
EBF4|57593,ENSG00000088881,EBF4,57593,20,-0.68,0.0033,0.039
ARHGAP33|115703,ENSG00000004777,ARHGAP33,115703,19,-0.43,0.0033,0.039
FEM1B|10116,ENSG00000169018,FEM1B,10116,15,-0.34,0.0033,0.039
FAM117A|81558,ENSG00000121104,FAM117A,81558,17,-0.41,0.0033,0.039
ST6GALNAC4|27090,ENSG00000136840,ST6GALNAC4,27090,9,0.25,0.0033,0.039
BCL2|596,ENSG00000171791,BCL2,596,18,-0.44,0.0033,0.039
APOBEC3H|164668,ENSG00000100298,APOBEC3H,164668,22,0.72,0.0033,0.039
SFRS13A|10772,ENSG00000188529,SRSF10,10772,1,-0.17,0.0034,0.039
LENG9|94059,ENSG00000274495,LENG9,94059,CHR_HSCHR19LRC_PGF1_CTG3_1,0.38,0.0034,0.039
SAMSN1|64092,ENSG00000155307,SAMSN1,64092,21,0.65,0.0034,0.039
ARL6IP5|10550,ENSG00000144746,ARL6IP5,10550,3,0.25,0.0034,0.039
IGSF5|150084,ENSG00000183067,IGSF5,150084,21,-0.77,0.0034,0.039
STX4|6810,ENSG00000103496,STX4,6810,16,0.25,0.0034,0.039
TIGD3|220359,ENSG00000173825,TIGD3,220359,11,-0.49,0.0034,0.039
DTD1|92675,ENSG00000125821,DTD1,92675,20,0.36,0.0034,0.039
NUPL1|9818,ENSG00000139496,NUP58,9818,13,-0.26,0.0034,0.039
XRCC2|7516,ENSG00000196584,XRCC2,7516,7,-0.44,0.0034,0.039
ZC4H2|55906,ENSG00000126970,ZC4H2,55906,X,-0.5,0.0034,0.039
YEATS2|55689,ENSG00000163872,YEATS2,55689,3,-0.23,0.0034,0.039
SNPH|9751,ENSG00000101298,SNPH,9751,20,-0.48,0.0034,0.039
CHIC2|26511,ENSG00000109220,CHIC2,26511,4,0.26,0.0034,0.039
KCTD8|386617,ENSG00000183783,KCTD8,386617,4,-0.98,0.0034,0.039
ZC3H14|79882,ENSG00000100722,ZC3H14,79882,14,-0.19,0.0034,0.039
FUCA2|2519,ENSG00000001036,FUCA2,2519,6,0.36,0.0034,0.039
ERCC5|2073,ENSG00000134899,ERCC5,2073,13,0.21,0.0034,0.039
AOX1|316,ENSG00000138356,AOX1,316,2,1,0.0034,0.039
C2orf64|493753,ENSG00000183513,COA5,493753,2,-0.19,0.0034,0.039
ZNF235|9310,ENSG00000159917,ZNF235,9310,19,-0.3,0.0035,0.039
PEX13|5194,ENSG00000162928,PEX13,5194,2,-0.21,0.0035,0.04
PABPC4L|132430,ENSG00000254535,PABPC4L,132430,4,-0.67,0.0035,0.04
LOC654342|654342,NA,NA,NA,NA,0.64,0.0035,0.04
DPP7|29952,ENSG00000176978,DPP7,29952,9,0.43,0.0035,0.04
HSPE1|3336,ENSG00000115541,HSPE1,3336,2,-0.25,0.0035,0.04
BCL3|602,ENSG00000069399,BCL3,602,19,0.37,0.0035,0.04
PLA2G15|23659,ENSG00000103066,PLA2G15,23659,16,0.39,0.0035,0.04
DCST2|127579,ENSG00000163354,DCST2,127579,1,-0.6,0.0035,0.04
SUMF1|285362,ENSG00000144455,SUMF1,285362,3,0.22,0.0035,0.04
ZNF808|388558,ENSG00000198482,ZNF808,388558,19,-0.26,0.0035,0.04
DEPDC1B|55789,ENSG00000035499,DEPDC1B,55789,5,-0.44,0.0035,0.04
IPO7|10527,ENSG00000205339,IPO7,10527,11,-0.25,0.0035,0.04
TTC23L|153657,ENSG00000205838,TTC23L,153657,5,-0.54,0.0035,0.04
C16orf59|80178,ENSG00000162062,C16orf59,80178,16,-0.44,0.0035,0.04
SLC5A12|159963,ENSG00000148942,SLC5A12,159963,11,0.68,0.0035,0.04
SCAI|286205,ENSG00000173611,SCAI,286205,9,-0.31,0.0035,0.04
SEC22A|26984,ENSG00000121542,SEC22A,26984,3,-0.15,0.0035,0.04
GMPS|8833,ENSG00000163655,GMPS,8833,3,-0.25,0.0035,0.04
TIMP1|7076,ENSG00000102265,TIMP1,7076,X,0.57,0.0035,0.04
CEBPB|1051,ENSG00000172216,CEBPB,1051,20,0.43,0.0035,0.04
IL10|3586,ENSG00000136634,IL10,3586,1,0.77,0.0035,0.04
GTF2E1|2960,ENSG00000153767,GTF2E1,2960,3,-0.19,0.0035,0.04
PPIP5K1|9677,ENSG00000168781,PPIP5K1,9677,15,-0.35,0.0035,0.04
SLC30A7|148867,ENSG00000162695,SLC30A7,148867,1,0.22,0.0035,0.04
TMBIM6|7009,ENSG00000139644,TMBIM6,7009,12,0.16,0.0035,0.04
TXNDC16|57544,ENSG00000087301,TXNDC16,57544,14,-0.46,0.0035,0.04
C8orf44|56260,ENSG00000213865,C8orf44,56260,8,-0.3,0.0035,0.04
ECT2|1894,ENSG00000114346,ECT2,1894,3,-0.39,0.0036,0.04
DIRC1|116093,ENSG00000174325,DIRC1,116093,2,0.78,0.0036,0.04
SLC31A2|1318,ENSG00000136867,SLC31A2,1318,9,0.49,0.0036,0.04
PPP1R12B|4660,ENSG00000077157,PPP1R12B,4660,1,-1,0.0036,0.04
STK38L|23012,ENSG00000211455,STK38L,23012,12,-0.39,0.0036,0.04
OIT3|170392,ENSG00000138315,OIT3,170392,10,0.8,0.0036,0.04
SMN2|6607,ENSG00000205571,SMN2,6607,5,-0.21,0.0036,0.04
PCDHA12|56137,ENSG00000251664,PCDHA12,56137,5,-0.96,0.0036,0.04
MRPL49|740,ENSG00000149792,MRPL49,740,11,-0.21,0.0036,0.04
COG1|9382,ENSG00000166685,COG1,9382,17,-0.17,0.0036,0.04
BTF3L4|91408,ENSG00000134717,BTF3L4,91408,1,0.19,0.0036,0.04
THOC1|9984,ENSG00000079134,THOC1,9984,18,-0.2,0.0036,0.04
DSE|29940,ENSG00000111817,DSE,29940,6,0.26,0.0036,0.04
PRPS2|5634,ENSG00000101911,PRPS2,5634,X,-0.41,0.0036,0.04
STEAP4|79689,ENSG00000127954,STEAP4,79689,7,0.94,0.0036,0.04
C14orf104|55172,ENSG00000165506,DNAAF2,55172,14,-0.23,0.0036,0.04
REV1|51455,ENSG00000135945,REV1,51455,2,-0.21,0.0036,0.04
CCR10|2826,ENSG00000184451,CCR10,2826,17,-0.58,0.0037,0.041
LOC80154|80154,NA,NA,NA,NA,-0.48,0.0037,0.041
FAM177B|400823,ENSG00000197520,FAM177B,400823,1,0.67,0.0037,0.041
ID4|3400,ENSG00000172201,ID4,3400,6,-0.83,0.0037,0.041
SERPINE1|5054,ENSG00000106366,SERPINE1,5054,7,0.85,0.0037,0.041
TAF5|6877,ENSG00000148835,TAF5,6877,10,-0.2,0.0037,0.041
ATP2B2|491,ENSG00000157087,ATP2B2,491,3,-1.1,0.0037,0.041
C20orf202|400831,ENSG00000215595,C20orf202,400831,20,0.41,0.0037,0.041
RBM12B|389677,ENSG00000183808,RBM12B,389677,8,-0.26,0.0037,0.041
BLOC1S1|2647,ENSG00000135441,BLOC1S1,2647,12,0.33,0.0037,0.041
ZNF620|253639,ENSG00000177842,ZNF620,253639,3,-0.47,0.0037,0.041
ANKRD34A|284615,ENSG00000272031,ANKRD34A,284615,1,-0.43,0.0037,0.041
NOP58|51602,ENSG00000055044,NOP58,51602,2,-0.19,0.0037,0.041
ZNF471|57573,ENSG00000196263,ZNF471,57573,19,-0.7,0.0037,0.041
KCNK1|3775,ENSG00000135750,KCNK1,3775,1,-0.78,0.0037,0.041
ANKRD26|22852,ENSG00000107890,ANKRD26,22852,10,-0.29,0.0037,0.041
FAM66D|100132923,NA,NA,NA,NA,-0.74,0.0037,0.041
IL15|3600,ENSG00000164136,IL15,3600,4,0.53,0.0038,0.041
PPM1D|8493,ENSG00000170836,PPM1D,8493,17,-0.27,0.0038,0.041
AKR1C2|1646,ENSG00000151632,AKR1C2,1646,10,0.94,0.0038,0.041
UBE3A|7337,ENSG00000114062,UBE3A,7337,15,-0.21,0.0038,0.041
MMP23B|8510,ENSG00000189409,MMP23B,8510,1,0.88,0.0038,0.041
ZNF670|93474,ENSG00000277462,ZNF670,93474,1,-0.28,0.0038,0.041
FCGR1C|100132417,NA,NA,NA,NA,0.72,0.0038,0.041
MAP3K11|4296,ENSG00000173327,MAP3K11,4296,11,0.26,0.0038,0.041
BEX1|55859,ENSG00000133169,BEX1,55859,X,-1.2,0.0038,0.041
DPT|1805,ENSG00000143196,DPT,1805,1,1.3,0.0038,0.041
ZBTB26|57684,ENSG00000171448,ZBTB26,57684,9,-0.42,0.0038,0.041
SGCG|6445,ENSG00000102683,SGCG,6445,13,1.2,0.0038,0.041
CCHCR1|54535,ENSG00000206355,CCHCR1,54535,CHR_HSCHR6_MHC_DBB_CTG1,-0.32,0.0038,0.041
RTCD1|8634,ENSG00000137996,RTCA,8634,1,0.2,0.0038,0.041
ACACA|31,ENSG00000278540,ACACA,31,17,-0.27,0.0038,0.041
C6|729,ENSG00000039537,C6,729,5,0.94,0.0038,0.041
SMC4|10051,ENSG00000113810,SMC4,10051,3,-0.36,0.0038,0.041
ITGB2|3689,ENSG00000160255,ITGB2,3689,21,0.65,0.0038,0.041
CEACAM4|1089,ENSG00000274131,CEACAM4,1089,CHR_HSCHR19_3_CTG3_1,0.69,0.0038,0.041
SERPINF2|5345,ENSG00000167711,SERPINF2,5345,17,0.53,0.0038,0.041
MTTP|4547,ENSG00000138823,MTTP,4547,4,-0.99,0.0038,0.041
ARID3B|10620,ENSG00000179361,ARID3B,10620,15,-0.32,0.0038,0.041
RNF121|55298,ENSG00000137522,RNF121,55298,11,0.19,0.0038,0.041
FMNL1|752,ENSG00000184922,FMNL1,752,17,0.58,0.0038,0.041
TAF6L|10629,ENSG00000162227,TAF6L,10629,11,-0.18,0.0038,0.041
CSF1|1435,ENSG00000184371,CSF1,1435,1,0.57,0.0038,0.041
CLSPN|63967,ENSG00000092853,CLSPN,63967,1,-0.63,0.0038,0.041
LMNB1|4001,ENSG00000113368,LMNB1,4001,5,-0.41,0.0038,0.041
DKFZp566F0947|94023,NA,NA,NA,NA,0.54,0.0039,0.041
CUZD1|50624,ENSG00000138161,CUZD1,50624,10,0.63,0.0039,0.042
GOLGA8B|440270,ENSG00000215252,GOLGA8B,440270,15,-0.83,0.0039,0.042
VDR|7421,ENSG00000111424,VDR,7421,12,0.79,0.0039,0.042
WNT10B|7480,ENSG00000169884,WNT10B,7480,12,1.1,0.0039,0.042
LDHB|3945,ENSG00000111716,LDHB,3945,12,-0.28,0.0039,0.042
METTL2B|55798,ENSG00000165055,METTL2B,55798,7,-0.21,0.0039,0.042
LY6K|54742,ENSG00000160886,LY6K,54742,8,0.99,0.0039,0.042
DCAF12L2|340578,ENSG00000198354,DCAF12L2,340578,X,-1.1,0.0039,0.042
LAMA3|3909,ENSG00000053747,LAMA3,3909,18,-0.85,0.0039,0.042
DIXDC1|85458,ENSG00000150764,DIXDC1,85458,11,-0.51,0.0039,0.042
CRMP1|1400,ENSG00000072832,CRMP1,1400,4,-0.7,0.0039,0.042
CIT|11113,ENSG00000122966,CIT,11113,12,-0.41,0.0039,0.042
UBTF|7343,ENSG00000108312,UBTF,7343,17,-0.16,0.0039,0.042
SLC44A5|204962,ENSG00000137968,SLC44A5,204962,1,-0.94,0.0039,0.042
LDLRAP1|26119,ENSG00000157978,LDLRAP1,26119,1,0.28,0.0039,0.042
LOC728024|728024,NA,NA,NA,NA,-0.33,0.0039,0.042
KIAA1841|84542,ENSG00000162929,KIAA1841,84542,2,-0.25,0.0039,0.042
ZNF496|84838,ENSG00000162714,ZNF496,84838,1,-0.28,0.0039,0.042
GAL3ST4|79690,ENSG00000197093,GAL3ST4,79690,7,0.38,0.0039,0.042
PRF1|5551,ENSG00000180644,PRF1,5551,10,0.72,0.0039,0.042
BST2|684,ENSG00000130303,BST2,684,19,0.65,0.004,0.042
PARP1|142,ENSG00000143799,PARP1,142,1,-0.23,0.004,0.042
AGGF1|55109,ENSG00000164252,AGGF1,55109,5,-0.17,0.004,0.042
ATCAY|85300,ENSG00000167654,ATCAY,85300,19,-0.97,0.004,0.042
KHSRP|8570,ENSG00000088247,KHSRP,8570,19,-0.17,0.004,0.042
PAK3|5063,ENSG00000077264,PAK3,5063,X,-0.99,0.004,0.042
MSH5|4439,ENSG00000227314,MSH5,4439,CHR_HSCHR6_MHC_MCF_CTG1,-0.36,0.004,0.042
STX11|8676,ENSG00000135604,STX11,8676,6,0.55,0.004,0.042
KIAA1522|57648,ENSG00000162522,KIAA1522,57648,1,-0.5,0.004,0.042
LOC154761|154761,ENSG00000253882,,154761,7,0.42,0.004,0.042
CYBB|1536,ENSG00000165168,CYBB,1536,X,0.73,0.004,0.042
USH1G|124590,ENSG00000182040,USH1G,124590,17,-0.8,0.004,0.042
SLC41A1|254428,ENSG00000133065,SLC41A1,254428,1,-0.24,0.004,0.042
HEY2|23493,ENSG00000135547,HEY2,23493,6,-0.78,0.004,0.042
NCRNA00202|387644,ENSG00000232224,LINC00202-1,387644,10,-0.64,0.004,0.042
PLIN4|729359,ENSG00000167676,PLIN4,729359,19,-1.2,0.004,0.042
SLC38A5|92745,ENSG00000017483,SLC38A5,92745,X,0.87,0.004,0.042
ZNF248|57209,ENSG00000198105,ZNF248,57209,10,-0.33,0.004,0.042
SYPL1|6856,ENSG00000008282,SYPL1,6856,7,-0.24,0.004,0.042
ALDH1A2|8854,ENSG00000128918,ALDH1A2,8854,15,-1.1,0.004,0.042
TAF6|6878,ENSG00000106290,TAF6,6878,7,-0.19,0.004,0.042
SRRT|51593,ENSG00000087087,SRRT,51593,7,-0.15,0.004,0.042
RAB9A|9367,ENSG00000123595,RAB9A,9367,X,-0.25,0.004,0.042
IL1R1|3554,ENSG00000115594,IL1R1,3554,2,0.64,0.0041,0.042
MCCC1|56922,ENSG00000078070,MCCC1,56922,3,-0.21,0.0041,0.042
SSR4|6748,ENSG00000180879,SSR4,6748,X,0.36,0.0041,0.042
VNN1|8876,ENSG00000112299,VNN1,8876,6,0.73,0.0041,0.043
ETAA1|54465,ENSG00000143971,ETAA1,54465,2,-0.2,0.0041,0.043
GPM6A|2823,ENSG00000150625,GPM6A,2823,4,-0.97,0.0041,0.043
HIVEP2|3097,ENSG00000010818,HIVEP2,3097,6,0.34,0.0041,0.043
LILRB5|10990,ENSG00000273991,LILRB5,10990,CHR_HSCHR19LRC_PGF1_CTG3_1,0.77,0.0041,0.043
TMED3|23423,ENSG00000166557,TMED3,23423,15,0.31,0.0041,0.043
CCT6P1|643253,NA,NA,NA,NA,-0.37,0.0041,0.043
GRIN2D|2906,ENSG00000105464,GRIN2D,2906,19,0.89,0.0041,0.043
HAVCR2|84868,ENSG00000135077,HAVCR2,84868,5,0.64,0.0041,0.043
TNFAIP8L2|79626,ENSG00000163154,TNFAIP8L2,79626,1,0.65,0.0041,0.043
HIGD1B|51751,ENSG00000131097,HIGD1B,51751,17,0.56,0.0041,0.043
CEP57|9702,ENSG00000166037,CEP57,9702,11,-0.21,0.0041,0.043
ADAP1|11033,ENSG00000105963,ADAP1,11033,7,0.54,0.0041,0.043
DLG3|1741,ENSG00000082458,DLG3,1741,X,-0.37,0.0041,0.043
ZNF454|285676,ENSG00000178187,ZNF454,285676,5,-0.7,0.0041,0.043
FAM70A|55026,ENSG00000125355,TMEM255A,55026,X,-0.94,0.0041,0.043
OTUD1|220213,ENSG00000165312,OTUD1,220213,10,0.28,0.0042,0.043
ZNF542|147947,ENSG00000240225,ZNF542P,147947,19,-0.41,0.0042,0.043
RASIP1|54922,ENSG00000105538,RASIP1,54922,19,0.43,0.0042,0.043
WIPI1|55062,ENSG00000070540,WIPI1,55062,17,0.4,0.0042,0.043
SLC27A1|376497,ENSG00000130304,SLC27A1,376497,19,0.28,0.0042,0.043
GFPT2|9945,ENSG00000131459,GFPT2,9945,5,0.72,0.0042,0.043
PEX5L|51555,ENSG00000114757,PEX5L,51555,3,-0.72,0.0042,0.043
C11orf9|745,ENSG00000124920,MYRF,745,11,-0.63,0.0042,0.043
PHACTR4|65979,ENSG00000204138,PHACTR4,65979,1,-0.19,0.0042,0.043
RASSF1|11186,ENSG00000068028,RASSF1,11186,3,0.25,0.0042,0.043
LMCD1|29995,ENSG00000071282,LMCD1,29995,3,0.5,0.0042,0.043
IKBKAP|8518,ENSG00000070061,IKBKAP,8518,9,-0.18,0.0042,0.043
S100PBP|64766,ENSG00000116497,S100PBP,64766,1,-0.21,0.0042,0.043
GINS2|51659,ENSG00000131153,GINS2,51659,16,-0.39,0.0042,0.043
C17orf61|254863,ENSG00000205544,TMEM256,254863,17,0.35,0.0042,0.043
DGKI|9162,ENSG00000157680,DGKI,9162,7,-0.74,0.0043,0.044
CTSW|1521,ENSG00000172543,CTSW,1521,11,0.78,0.0043,0.044
C6orf132|647024,ENSG00000188112,C6orf132,647024,6,0.99,0.0043,0.044
EBF3|253738,ENSG00000108001,EBF3,253738,10,0.9,0.0043,0.044
ARRDC5|645432,ENSG00000205784,ARRDC5,645432,19,0.53,0.0043,0.044
TIA1|7072,ENSG00000116001,TIA1,7072,2,-0.25,0.0043,0.044
ARL11|115761,ENSG00000152213,ARL11,115761,13,0.6,0.0043,0.044
TRIM61|391712,ENSG00000183439,TRIM61,391712,4,0.77,0.0043,0.044
CKAP5|9793,ENSG00000175216,CKAP5,9793,11,-0.25,0.0043,0.044
RPS6KA5|9252,ENSG00000100784,RPS6KA5,9252,14,-0.52,0.0043,0.044
KIF23|9493,ENSG00000137807,KIF23,9493,15,-0.45,0.0043,0.044
FOXL2|668,ENSG00000183770,FOXL2,668,3,-1.2,0.0043,0.044
ZNF184|7738,ENSG00000096654,ZNF184,7738,6,-0.26,0.0043,0.044
TMEM88|92162,ENSG00000167874,TMEM88,92162,17,0.5,0.0043,0.044
TOM1L1|10040,ENSG00000141198,TOM1L1,10040,17,-0.81,0.0043,0.044
